###########################################
#Channel,        Pad,        X,        Y  #
###########################################
123,               -100,          -100,         -100
124,               -100,          -100,         -100
125,               -100,          -100,         -100
126,               -100,          -100,         -100
127,               -100,          -100,         -100
128,               -100,          -100,         -100
129,               -100,          -100,         -100
130,               -100,          -100,         -100
131,               -100,          -100,         -100
132,               -100,          -100,         -100
133,               -100,          -100,         -100
134,               -100,          -100,         -100
135,               -100,          -100,         -100
136,               -100,          -100,         -100
137,               -100,          -100,         -100
138,               -100,          -100,         -100
139,               -100,          -100,         -100
140,               -100,          -100,         -100
141,               -100,          -100,         -100
142,               -100,          -100,         -100
143,               -100,          -100,         -100
144,               -100,          -100,         -100
145,               -100,          -100,         -100
146,               -100,          -100,         -100
147,               -100,          -100,         -100
148,               -100,          -100,         -100
149,               -100,          -100,         -100
150,               -100,          -100,         -100
151,               -100,          -100,         -100
152,               -100,          -100,         -100
153,               -100,          -100,         -100
154,               -100,          -100,         -100
155,               -100,          -100,         -100
156,               -100,          -100,         -100
157,               -100,          -100,         -100
158,               -100,          -100,         -100
159,               -100,          -100,         -100
160,               -100,          -100,         -100
161,               -100,          -100,         -100
162,               -100,          -100,         -100
163,               -100,          -100,         -100
164,               -100,          -100,         -100
165,               -100,          -100,         -100
166,               -100,          -100,         -100
167,               -100,          -100,         -100
168,               -100,          -100,         -100
169,               -100,          -100,         -100
170,               -100,          -100,         -100
171,               -100,          -100,         -100
172,               -100,          -100,         -100
173,               -100,          -100,         -100
174,               -100,          -100,         -100
175,               -100,          -100,         -100
176,               -100,          -100,         -100
177,               -100,          -100,         -100
178,               -100,          -100,         -100
179,               -100,          -100,         -100
180,               -100,          -100,         -100
181,               -100,          -100,         -100
182,               -100,          -100,         -100
183,               -100,          -100,         -100
184,               -100,          -100,         -100
185,               -100,          -100,         -100
186,               -100,          -100,         -100
187,               -100,          -100,         -100
188,               -100,          -100,         -100
189,               -100,          -100,         -100
190,               -100,          -100,         -100
191,               -100,          -100,         -100
192,               -100,          -100,         -100
193,               -100,          -100,         -100
194,               -100,          -100,         -100
195,               -100,          -100,         -100
196,               -100,          -100,         -100
197,               -100,          -100,         -100
198,               -100,          -100,         -100
199,               -100,          -100,         -100
200,               -100,          -100,         -100
201,               -100,          -100,         -100
202,               -100,          -100,         -100
203,               -100,          -100,         -100
204,               -100,          -100,         -100
205,               -100,          -100,         -100
206,               -100,          -100,         -100
207,               -100,          -100,         -100
208,               -100,          -100,         -100
209,               -100,          -100,         -100
210,               -100,          -100,         -100
211,               -100,          -100,         -100
212,               -100,          -100,         -100
213,               -100,          -100,         -100
214,               -100,          -100,         -100
215,               -100,          -100,         -100
216,               -100,          -100,         -100
217,               -100,          -100,         -100
218,               -100,          -100,         -100
219,               -100,          -100,         -100
220,               -100,          -100,         -100
221,               -100,          -100,         -100
222,               -100,          -100,         -100
223,               -100,          -100,         -100
224,               -100,          -100,         -100
225,               -100,          -100,         -100
226,               -100,          -100,         -100
227,               -100,          -100,         -100
228,               -100,          -100,         -100
229,               -100,          -100,         -100
230,               -100,          -100,         -100
231,               -100,          -100,         -100
232,               -100,          -100,         -100
233,               -100,          -100,         -100
234,               -100,          -100,         -100
235,               -100,          -100,         -100
236,               -100,          -100,         -100
237,               -100,          -100,         -100
238,               -100,          -100,         -100
239,               -100,          -100,         -100
240,               -100,          -100,         -100
241,               -100,          -100,         -100
242,               -100,          -100,         -100
243,               -100,          -100,         -100
244,               -100,          -100,         -100
245,               -100,          -100,         -100
246,               -100,          -100,         -100
247,               -100,          -100,         -100
248,               -100,          -100,         -100
249,               -100,          -100,         -100
250,               -100,          -100,         -100
251,               -100,          -100,         -100
252,               -100,          -100,         -100
253,               -100,          -100,         -100
254,               -100,          -100,         -100
255,               -100,          -100,         -100
256,               320,          320,         0
257,               256,          256,         0
258,               321,          321,         0
259,               257,          257,         0
260,               322,          322,         0
261,               258,          258,         0
262,               323,          323,         0
263,               259,          259,         0
264,               324,          324,         0
265,               260,          260,         0
266,               325,          325,         0
267,               261,          261,         0
268,               326,          326,         0
269,               262,          262,         0
270,               327,          327,         0
271,               263,          263,         0
272,               328,          328,         0
273,               264,          264,         0
274,               329,          329,         0
275,               265,          265,         0
276,               330,          330,         0
277,               266,          266,         0
278,               331,          331,         0
279,               267,          267,         0
280,               332,          332,         0
281,               268,          268,         0
282,               333,          333,         0
283,               269,          269,         0
284,               334,          334,         0
285,               270,          270,         0
286,               335,          335,         0
287,               271,          271,         0
288,               336,          336,         0
289,               272,          272,         0
290,               337,          337,         0
291,               273,          273,         0
292,               338,          338,         0
293,               274,          274,         0
294,               339,          339,         0
295,               275,          275,         0
296,               340,          340,         0
297,               276,          276,         0
298,               341,          341,         0
299,               277,          277,         0
300,               342,          342,         0
301,               278,          278,         0
302,               343,          343,         0
303,               279,          279,         0
304,               344,          344,         0
305,               280,          280,         0
306,               345,          345,         0
307,               281,          281,         0
308,               346,          346,         0
309,               282,          282,         0
310,               347,          347,         0
311,               283,          283,         0
312,               348,          348,         0
313,               284,          284,         0
314,               349,          349,         0
315,               285,          285,         0
316,               350,          350,         0
317,               286,          286,         0
318,               351,          351,         0
319,               287,          287,         0
320,               352,          352,         0
321,               288,          288,         0
322,               353,          353,         0
323,               289,          289,         0
324,               354,          354,         0
325,               290,          290,         0
326,               355,          355,         0
327,               291,          291,         0
328,               356,          356,         0
329,               292,          292,         0
330,               357,          357,         0
331,               293,          293,         0
332,               358,          358,         0
333,               294,          294,         0
334,               359,          359,         0
335,               295,          295,         0
336,               360,          360,         0
337,               296,          296,         0
338,               361,          361,         0
339,               297,          297,         0
340,               362,          362,         0
341,               298,          298,         0
342,               363,          363,         0
343,               299,          299,         0
344,               364,          364,         0
345,               300,          300,         0
346,               365,          365,         0
347,               301,          301,         0
348,               366,          366,         0
349,               302,          302,         0
350,               367,          367,         0
351,               303,          303,         0
352,               368,          368,         0
353,               304,          304,         0
354,               369,          369,         0
355,               305,          305,         0
356,               370,          370,         0
357,               306,          306,         0
358,               371,          371,         0
359,               307,          307,         0
360,               372,          372,         0
361,               308,          308,         0
362,               373,          373,         0
363,               309,          309,         0
364,               374,          374,         0
365,               310,          310,         0
366,               375,          375,         0
367,               311,          311,         0
368,               376,          376,         0
369,               312,          312,         0
370,               377,          377,         0
371,               313,          313,         0
372,               378,          378,         0
373,               314,          314,         0
374,               379,          379,         0
375,               315,          315,         0
376,               380,          380,         0
377,               316,          316,         0
378,               381,          381,         0
379,               317,          317,         0
380,               382,          382,         0
381,               318,          318,         0
382,               383,          383,         0
383,               319,          319,         0
384,               -100,          -100,         -100
385,               -100,          -100,         -100
386,               -100,          -100,         -100
387,               -100,          -100,         -100
388,               -100,          -100,         -100
389,               -100,          -100,         -100
390,               -100,          -100,         -100
391,               -100,          -100,         -100
392,               -100,          -100,         -100
393,               -100,          -100,         -100
394,               -100,          -100,         -100
395,               -100,          -100,         -100
396,               -100,          -100,         -100
397,               -100,          -100,         -100
398,               -100,          -100,         -100
399,               -100,          -100,         -100
400,               -100,          -100,         -100
401,               -100,          -100,         -100
402,               -100,          -100,         -100
403,               -100,          -100,         -100
404,               -100,          -100,         -100
405,               -100,          -100,         -100
406,               -100,          -100,         -100
407,               -100,          -100,         -100
408,               -100,          -100,         -100
409,               -100,          -100,         -100
410,               -100,          -100,         -100
411,               -100,          -100,         -100
412,               -100,          -100,         -100
413,               -100,          -100,         -100
414,               -100,          -100,         -100
415,               -100,          -100,         -100
416,               -100,          -100,         -100
417,               -100,          -100,         -100
418,               -100,          -100,         -100
419,               -100,          -100,         -100
420,               -100,          -100,         -100
421,               -100,          -100,         -100
422,               -100,          -100,         -100
423,               -100,          -100,         -100
424,               -100,          -100,         -100
425,               -100,          -100,         -100
426,               -100,          -100,         -100
427,               -100,          -100,         -100
428,               -100,          -100,         -100
429,               -100,          -100,         -100
430,               -100,          -100,         -100
431,               -100,          -100,         -100
432,               -100,          -100,         -100
433,               -100,          -100,         -100
434,               -100,          -100,         -100
435,               -100,          -100,         -100
436,               -100,          -100,         -100
437,               -100,          -100,         -100
438,               -100,          -100,         -100
439,               -100,          -100,         -100
440,               -100,          -100,         -100
441,               -100,          -100,         -100
442,               -100,          -100,         -100
443,               -100,          -100,         -100
444,               -100,          -100,         -100
445,               -100,          -100,         -100
446,               -100,          -100,         -100
447,               -100,          -100,         -100
448,               -100,          -100,         -100
449,               -100,          -100,         -100
450,               -100,          -100,         -100
451,               -100,          -100,         -100
452,               -100,          -100,         -100
453,               -100,          -100,         -100
454,               -100,          -100,         -100
455,               -100,          -100,         -100
456,               -100,          -100,         -100
457,               -100,          -100,         -100
458,               -100,          -100,         -100
459,               -100,          -100,         -100
460,               -100,          -100,         -100
461,               -100,          -100,         -100
462,               -100,          -100,         -100
463,               -100,          -100,         -100
464,               -100,          -100,         -100
465,               -100,          -100,         -100
466,               -100,          -100,         -100
467,               -100,          -100,         -100
468,               -100,          -100,         -100
469,               -100,          -100,         -100
470,               -100,          -100,         -100
471,               -100,          -100,         -100
472,               -100,          -100,         -100
473,               -100,          -100,         -100
474,               -100,          -100,         -100
475,               -100,          -100,         -100
476,               -100,          -100,         -100
477,               -100,          -100,         -100
478,               -100,          -100,         -100
479,               -100,          -100,         -100
480,               -100,          -100,         -100
481,               -100,          -100,         -100
482,               -100,          -100,         -100
483,               -100,          -100,         -100
484,               -100,          -100,         -100
485,               -100,          -100,         -100
486,               -100,          -100,         -100
487,               -100,          -100,         -100
488,               -100,          -100,         -100
489,               -100,          -100,         -100
490,               -100,          -100,         -100
491,               -100,          -100,         -100
492,               -100,          -100,         -100
493,               -100,          -100,         -100
494,               -100,          -100,         -100
495,               -100,          -100,         -100
496,               -100,          -100,         -100
497,               -100,          -100,         -100
498,               -100,          -100,         -100
499,               -100,          -100,         -100
500,               -100,          -100,         -100
501,               -100,          -100,         -100
502,               -100,          -100,         -100
503,               -100,          -100,         -100
504,               -100,          -100,         -100
505,               -100,          -100,         -100
506,               -100,          -100,         -100
507,               -100,          -100,         -100
508,               -100,          -100,         -100
509,               -100,          -100,         -100
510,               -100,          -100,         -100
511,               -100,          -100,         -100
